x,y,gene,cell_truth,is_noise_truth
65.799543,71.495452,Gad1,28,false
90.192844,126.379472,Slc17a7,53,false
12.952013,27.828401,Pdgfra,9,false
101.139737,84.020211,Gad1,38,false
110.126889,51.545183,Ttr,0,true
103.177575,126.832309,Pdgfra,54,false
9.467231,89.474709,Aldoc,33,false
93.808384,137.760356,Pdgfra,0,true
124.776617,14.315475,Gad1,7,false
48.408790,125.623645,Pdgfra,51,false
147.031663,50.502174,Aldoc,24,false
28.982254,53.694900,Gad1,18,false
124.802292,70.230936,Gad1,31,false
140.240263,88.810507,Gad1,40,false
124.344837,17.098852,Aldoc,7,false
12.955686,30.346028,Aldoc,9,false
5.648639,42.202862,Sox10,0,true
146.694184,32.088823,Gad1,16,false
13.751572,52.515859,Slc17a7,17,false
51.863183,147.872023,Slc17a7,59,false
74.379629,125.892380,Aldoc,0,true
15.545824,12.893536,Gad1,1,false
34.089164,85.999482,Gad1,34,false
142.639524,14.540940,Sox10,0,true
89.578527,91.028077,Sox10,37,false
28.792051,148.090130,Sox10,58,false
50.599281,89.819928,Aldoc,35,false
127.929223,65.706820,Gad1,31,false
51.264681,48.262059,Gad1,19,false
51.194934,11.919526,Aldoc,3,false
30.773438,143.785340,Gad1,58,false
50.875730,30.766787,Aldoc,11,false
20.910774,14.063598,Slc17a7,0,true
124.784001,70.458830,Sox10,31,false
90.458780,108.603622,Aldoc,45,false
27.277434,49.998776,Aldoc,18,false
89.400371,32.337861,Gad1,13,false
27.985226,30.464878,Aldoc,10,false
107.874907,124.616265,Slc17a7,54,false
126.934025,71.516840,Gad1,31,false
32.450258,11.184067,Ttr,2,false
10.398855,46.176103,Slc17a7,17,false
75.189245,155.886983,Ttr,0,true
122.577211,66.154348,Gad1,31,false
120.313759,33.005163,Slc17a7,15,false
30.872104,146.078210,Pdgfra,58,false
32.963080,51.714161,Aldoc,18,false
33.002508,144.954247,Aldoc,58,false
101.074408,10.594088,Aldoc,6,false
14.207213,125.762648,Gad1,49,false
90.843196,69.032091,Slc17a7,29,false
125.744321,106.029294,Slc17a7,47,false
143.273618,12.884758,Ttr,8,false
94.634572,11.904086,Aldoc,5,false
54.346390,86.691473,Ttr,35,false
64.063321,139.087712,Aldoc,0,true
65.877957,31.225076,Sox10,12,false
31.122140,103.824054,Aldoc,42,false
117.467218,71.315776,Pdgfra,0,true
52.588824,143.234086,Pdgfra,59,false
148.578057,106.311639,Sox10,48,false
33.989071,28.592156,Gad1,10,false
127.411130,50.102230,Slc17a7,23,false
104.247410,68.312381,Aldoc,30,false
35.045734,126.155071,Slc17a7,50,false
29.567538,13.064077,Ttr,2,false
92.792130,105.960806,Aldoc,45,false
112.644232,123.258600,Aldoc,54,false
125.059267,53.952188,Pdgfra,23,false
125.835694,71.341840,Gad1,31,false
31.318815,8.522921,Slc17a7,2,false
13.201549,125.011552,Ttr,49,false
127.874723,67.716175,Gad1,31,false
11.343716,13.745688,Gad1,1,false
68.499478,125.265749,Slc17a7,52,false
156.453203,11.185862,Slc17a7,0,true
37.757246,72.795972,Slc17a7,26,false
12.509950,32.886805,Aldoc,9,false
69.447016,67.746568,Pdgfra,28,false
89.883542,13.451647,Ttr,5,false
51.497057,147.616825,Slc17a7,59,false
10.790674,102.732206,Aldoc,41,false
70.919198,47.189381,Slc17a7,20,false
14.566996,108.376682,Slc17a7,41,false
90.721712,69.141428,Slc17a7,29,false
109.833240,123.338630,Ttr,54,false
30.607639,105.160633,Ttr,42,false
48.598748,104.724914,Gad1,43,false
11.286108,49.225472,Gad1,17,false
65.669211,70.693967,Gad1,28,false
144.007884,11.048807,Gad1,8,false
146.662772,83.656402,Ttr,40,false
44.587634,12.260904,Aldoc,3,false
130.824828,40.261568,Aldoc,0,true
28.157118,126.198425,Slc17a7,50,false
86.566069,127.817620,Slc17a7,53,false
50.074426,126.952471,Aldoc,51,false
12.968380,28.149023,Aldoc,9,false
131.006294,108.980344,Sox10,0,true
105.449977,121.692330,Aldoc,54,false
69.717331,127.910268,Ttr,52,false
52.415904,65.784211,Gad1,27,false
125.584518,70.782329,Gad1,31,false
110.432222,8.101204,Slc17a7,6,false
87.897952,12.796008,Slc17a7,5,false
13.065697,25.856935,Aldoc,9,false
150.313181,12.864360,Gad1,8,false
31.360644,30.368668,Pdgfra,10,false
11.259540,105.570562,Slc17a7,41,false
10.855251,34.070181,Gad1,9,false
147.540899,106.346746,Aldoc,48,false
150.732984,107.663273,Aldoc,48,false
31.936192,27.245455,Gad1,10,false
109.472943,12.440790,Aldoc,6,false
12.742599,97.786089,Gad1,0,true
100.559689,127.203037,Slc17a7,0,true
105.557922,87.963934,Slc17a7,38,false
91.572606,107.430481,Slc17a7,45,false
148.051316,10.386666,Slc17a7,8,false
125.753267,12.082167,Gad1,7,false
103.764822,14.886745,Pdgfra,6,false
28.332401,11.278378,Ttr,2,false
129.523842,51.218850,Slc17a7,23,false
142.082341,86.035344,Gad1,40,false
105.164067,13.885236,Sox10,6,false
50.382958,90.810251,Slc17a7,35,false
151.558982,6.416921,Ttr,0,true
138.063056,65.461483,Pdgfra,32,false
48.037973,148.855909,Pdgfra,59,false
34.179569,56.740634,Ttr,18,false
16.105806,88.549239,Aldoc,33,false
107.147769,6.633619,Aldoc,6,false
43.136419,1.267631,Aldoc,0,true
10.368197,32.152291,Gad1,0,true
62.962174,68.563767,Sox10,28,false
11.612401,50.306229,Aldoc,17,false
48.502019,146.841847,Slc17a7,59,false
143.090390,31.876059,Gad1,16,false
14.129413,93.332072,Sox10,33,false
125.686709,86.573005,Pdgfra,39,false
156.104727,36.906143,Sox10,0,true
54.340140,138.570165,Gad1,0,true
35.262997,126.825834,Gad1,0,true
10.215037,48.163302,Ttr,17,false
147.272055,48.686284,Aldoc,24,false
130.536204,46.668038,Sox10,23,false
148.234940,102.215789,Slc17a7,48,false
28.824178,69.156257,Gad1,26,false
143.237384,7.860523,Slc17a7,8,false
107.184640,7.203669,Pdgfra,6,false
48.621917,121.307217,Aldoc,51,false
152.967829,137.802104,Gad1,0,true
30.110149,86.157765,Gad1,34,false
106.898178,69.676921,Pdgfra,30,false
53.531221,9.696641,Aldoc,0,true
67.535957,70.287889,Aldoc,28,false
64.647131,10.788923,Pdgfra,4,false
145.326471,8.214249,Slc17a7,8,false
29.375038,71.828626,Sox10,26,false
13.388710,49.152100,Gad1,17,false
15.904442,148.005344,Sox10,57,false
69.177703,34.216570,Aldoc,12,false
82.845884,104.082283,Aldoc,45,false
143.688080,11.754436,Slc17a7,8,false
88.564196,11.161359,Pdgfra,5,false
52.005853,9.612305,Aldoc,3,false
6.968615,127.174529,Gad1,49,false
129.188652,123.099792,Gad1,55,false
122.209637,30.885673,Aldoc,15,false
123.950002,127.980773,Aldoc,55,false
52.951816,68.680406,Pdgfra,27,false
127.096776,30.737118,Aldoc,15,false
85.379225,15.945369,Sox10,5,false
104.658170,48.932679,Ttr,22,false
13.699150,19.684456,Gad1,0,true
9.082546,88.970357,Pdgfra,33,false
69.875861,70.450658,Aldoc,28,false
150.030246,54.330032,Aldoc,24,false
13.606886,147.119483,Aldoc,57,false
47.876715,62.511380,Pdgfra,27,false
89.869996,124.292431,Slc17a7,53,false
19.397736,132.080257,Sox10,0,true
46.143105,35.606720,Slc17a7,11,false
91.365045,47.295391,Pdgfra,21,false
145.708130,69.090799,Gad1,32,false
69.504423,30.263104,Gad1,12,false
105.044251,85.224773,Slc17a7,38,false
102.142200,69.775193,Pdgfra,0,true
89.879635,69.916596,Slc17a7,29,false
15.061536,150.542475,Pdgfra,57,false
32.730544,146.268252,Aldoc,58,false
144.569009,109.151695,Aldoc,48,false
62.010452,68.508662,Pdgfra,28,false
30.989124,143.928493,Gad1,58,false
89.238931,85.396950,Gad1,37,false
32.733313,108.570509,Ttr,42,false
53.034629,85.575541,Slc17a7,35,false
32.653819,29.127092,Aldoc,10,false
88.007029,106.599227,Aldoc,45,false
144.172668,35.233607,Gad1,16,false
30.276668,83.748456,Gad1,34,false
11.554256,109.646387,Sox10,0,true
12.982878,67.301494,Slc17a7,25,false
51.401319,49.638926,Ttr,19,false
10.621931,89.469075,Sox10,33,false
12.703657,29.078203,Ttr,9,false
67.559479,68.170656,Sox10,28,false
144.424140,6.584068,Ttr,8,false
121.948032,85.438681,Aldoc,39,false
128.770450,122.450817,Gad1,55,false
88.423032,51.752774,Sox10,21,false
65.468859,108.381052,Aldoc,44,false
110.567653,33.220895,Slc17a7,14,false
36.133364,56.584751,Aldoc,18,false
42.946825,110.365987,Gad1,43,false
88.584272,72.143521,Slc17a7,29,false
31.744895,146.982740,Gad1,58,false
35.492648,46.292563,Aldoc,18,false
31.144424,29.449126,Gad1,10,false
69.572689,54.198231,Slc17a7,20,false
65.851309,144.319665,Gad1,60,false
88.341765,104.529228,Aldoc,45,false
28.285877,150.393820,Ttr,0,true
91.346620,94.398049,Aldoc,37,false
90.017973,93.345435,Gad1,37,false
49.841088,88.974078,Pdgfra,35,false
90.525718,106.673806,Aldoc,45,false
28.020895,145.584552,Ttr,58,false
146.470045,109.863454,Aldoc,48,false
88.757166,102.796349,Sox10,45,false
48.290344,11.632482,Ttr,3,false
108.395061,125.881539,Sox10,54,false
82.183857,65.178820,Pdgfra,29,false
10.596259,145.582240,Sox10,57,false
66.307524,90.090610,Sox10,36,false
87.519516,121.924963,Sox10,53,false
126.414113,7.010147,Gad1,7,false
10.269583,106.617640,Slc17a7,41,false
9.735781,72.790242,Aldoc,25,false
121.696704,30.273590,Ttr,0,true
11.744826,67.316453,Gad1,25,false
32.484483,108.793992,Aldoc,42,false
127.709163,90.426644,Slc17a7,39,false
30.547815,30.420619,Gad1,10,false
34.775514,90.035650,Sox10,34,false
15.717908,149.275913,Aldoc,57,false
111.273010,84.259318,Slc17a7,38,false
69.822998,107.381266,Slc17a7,44,false
148.630269,91.850723,Gad1,40,false
44.703136,52.215431,Slc17a7,0,true
65.251340,108.461148,Pdgfra,44,false
32.817371,72.551716,Slc17a7,26,false
54.196544,145.706458,Ttr,0,true
69.752005,47.908148,Pdgfra,20,false
49.863991,13.720879,Aldoc,3,false
9.778015,47.600001,Slc17a7,17,false
46.437166,147.831580,Aldoc,59,false
107.661647,88.666401,Slc17a7,38,false
48.609690,52.189528,Gad1,19,false
110.525398,107.639000,Gad1,46,false
127.152224,86.827722,Pdgfra,39,false
50.165237,67.354988,Sox10,27,false
72.296346,33.090657,Aldoc,12,false
82.961618,9.186769,Slc17a7,5,false
109.205955,50.056224,Sox10,22,false
51.301907,143.285724,Gad1,59,false
64.636529,107.322353,Sox10,44,false
123.390092,121.810467,Slc17a7,55,false
143.287041,19.059375,Ttr,0,true
89.136836,25.159593,Pdgfra,13,false
47.851538,28.262083,Pdgfra,11,false
34.809367,27.284068,Slc17a7,10,false
32.672533,25.644796,Gad1,10,false
148.296818,28.808533,Ttr,16,false
47.795494,8.902228,Aldoc,3,false
64.781149,146.737781,Sox10,60,false
92.309438,119.254323,Gad1,0,true
116.216782,113.045009,Slc17a7,0,true
68.510195,15.872323,Gad1,4,false
62.066539,127.158339,Gad1,0,true
119.707358,89.443615,Slc17a7,39,false
137.750803,24.427572,Slc17a7,0,true
90.795205,91.549379,Ttr,37,false
128.207134,30.465990,Aldoc,15,false
102.202008,72.865130,Aldoc,30,false
67.719956,47.569319,Aldoc,20,false
151.376838,143.297950,Pdgfra,0,true
70.777200,82.666522,Aldoc,36,false
147.728665,45.913162,Aldoc,24,false
125.263072,108.337386,Slc17a7,47,false
34.931706,68.668614,Gad1,26,false
91.702431,73.564574,Slc17a7,29,false
32.035518,50.126505,Gad1,18,false
70.126751,87.077590,Pdgfra,36,false
68.777430,145.875864,Aldoc,60,false
66.368069,147.539225,Aldoc,60,false
51.056049,130.729729,Aldoc,51,false
146.681818,71.797073,Pdgfra,32,false
106.182255,49.239077,Gad1,22,false
13.968232,125.046236,Slc17a7,49,false
109.694379,34.300728,Slc17a7,14,false
8.741555,32.623454,Aldoc,9,false
68.442830,87.625095,Ttr,36,false
126.508959,45.493229,Gad1,23,false
67.645806,125.897190,Aldoc,52,false
110.252300,108.489531,Gad1,46,false
126.792341,13.776153,Ttr,7,false
119.716767,33.263420,Aldoc,15,false
125.268654,69.632304,Pdgfra,31,false
90.806141,89.898298,Ttr,37,false
92.556736,127.743188,Pdgfra,53,false
126.039831,150.401175,Gad1,0,true
36.218497,112.186664,Aldoc,42,false
11.728812,12.935283,Gad1,1,false
126.257747,51.863373,Slc17a7,23,false
31.488985,15.749323,Sox10,2,false
71.301293,10.942665,Aldoc,4,false
67.544120,53.926448,Slc17a7,20,false
13.396644,46.529064,Slc17a7,17,false
48.060765,109.470438,Gad1,43,false
70.444501,66.906122,Gad1,28,false
64.109493,109.510086,Sox10,44,false
141.487446,32.831586,Gad1,16,false
69.272650,25.411662,Pdgfra,0,true
146.838650,123.111264,Gad1,56,false
79.689322,39.970705,Sox10,0,true
36.265524,50.333036,Pdgfra,18,false
140.743701,69.236224,Gad1,32,false
64.385548,67.588639,Gad1,28,false
144.359763,6.262773,Slc17a7,8,false
69.741869,129.662599,Gad1,52,false
143.860301,44.251126,Gad1,0,true
63.965155,127.427283,Gad1,52,false
32.949100,123.865714,Pdgfra,50,false
86.983512,46.800169,Aldoc,21,false
13.513791,104.381262,Slc17a7,41,false
30.232988,97.532512,Gad1,0,true
18.004933,13.967788,Gad1,1,false
123.717649,107.230103,Gad1,47,false
32.759182,143.318731,Aldoc,58,false
32.179456,13.803761,Slc17a7,2,false
125.541269,112.752966,Pdgfra,47,false
6.327137,103.740368,Pdgfra,0,true
63.823486,67.938546,Slc17a7,28,false
33.148790,142.813545,Ttr,58,false
32.944011,105.264215,Aldoc,42,false
32.127256,49.595279,Sox10,18,false
87.735472,125.849064,Ttr,53,false
141.699869,30.047771,Gad1,16,false
47.753522,65.465904,Aldoc,27,false
107.843620,10.515548,Pdgfra,6,false
17.303058,156.827433,Aldoc,0,true
87.127359,11.249999,Slc17a7,5,false
68.302797,88.571141,Slc17a7,36,false
108.471929,125.401047,Pdgfra,54,false
144.586385,101.979372,Aldoc,48,false
119.835102,32.710867,Gad1,15,false
48.375053,77.453170,Gad1,0,true
145.744296,31.507166,Aldoc,16,false
11.435807,10.710440,Aldoc,1,false
58.718338,104.912888,Gad1,0,true
51.385455,125.058868,Sox10,51,false
11.580791,122.575688,Gad1,49,false
56.267718,43.974131,Ttr,19,false
91.548933,94.504106,Ttr,0,true
10.080182,85.279753,Aldoc,33,false
110.758421,32.917942,Slc17a7,14,false
31.741669,52.778406,Ttr,18,false
83.736401,22.065402,Pdgfra,0,true
64.340712,37.760481,Aldoc,12,false
50.090416,72.403040,Pdgfra,27,false
32.183369,88.212634,Sox10,0,true
68.629847,82.905088,Aldoc,36,false
126.835274,105.737328,Aldoc,47,false
147.706895,127.557616,Aldoc,56,false
8.671362,73.402548,Pdgfra,25,false
106.766119,2.367498,Slc17a7,0,true
11.803840,16.588149,Pdgfra,1,false
37.023696,35.911707,Gad1,10,false
145.526547,7.261142,Ttr,8,false
146.199430,15.241407,Slc17a7,8,false
32.427208,145.411464,Gad1,58,false
88.405637,67.291751,Pdgfra,29,false
121.374592,125.406595,Gad1,55,false
107.030388,50.127624,Gad1,22,false
8.442500,12.309109,Slc17a7,0,true
70.610986,31.502033,Aldoc,12,false
12.776462,32.326692,Gad1,9,false
87.710468,101.547840,Pdgfra,45,false
13.601150,9.020643,Gad1,1,false
86.440783,50.507473,Aldoc,21,false
9.701105,67.352488,Gad1,25,false
111.795473,107.970863,Aldoc,46,false
71.979491,139.825497,Gad1,60,false
118.196017,120.206937,Aldoc,0,true
70.084011,36.755758,Aldoc,12,false
89.026179,88.965901,Gad1,37,false
97.325572,15.246376,Sox10,0,true
142.511753,32.308396,Gad1,16,false
122.976712,108.169078,Slc17a7,47,false
47.819342,88.276947,Slc17a7,35,false
90.115966,29.124406,Sox10,13,false
145.388792,26.626750,Gad1,16,false
68.684675,66.564670,Gad1,28,false
37.188175,112.031248,Sox10,0,true
102.564409,126.205920,Sox10,54,false
45.198197,9.148951,Sox10,3,false
108.407445,125.256729,Aldoc,54,false
13.596778,70.905331,Gad1,25,false
74.813118,52.852895,Slc17a7,20,false
13.048981,90.650317,Gad1,33,false
13.565170,125.556991,Slc17a7,49,false
68.834103,50.273447,Pdgfra,20,false
32.271365,84.783667,Gad1,34,false
15.231147,149.815883,Aldoc,57,false
70.991027,9.883124,Gad1,4,false
67.837075,13.039261,Gad1,4,false
92.513843,66.835788,Gad1,29,false
91.484312,92.148444,Gad1,37,false
8.073438,67.960061,Pdgfra,25,false
85.954214,48.491002,Gad1,21,false
31.866089,70.879884,Pdgfra,26,false
34.962977,46.063780,Ttr,18,false
132.011676,16.099049,Aldoc,7,false
123.636501,124.695951,Gad1,55,false
143.003722,69.331692,Slc17a7,32,false
143.661276,88.742161,Gad1,40,false
64.348968,29.596273,Aldoc,12,false
68.853236,52.176681,Slc17a7,20,false
15.700295,145.406510,Aldoc,57,false
107.226227,66.630233,Slc17a7,30,false
123.910890,89.733067,Slc17a7,39,false
28.342746,90.881040,Sox10,34,false
35.105318,141.952143,Pdgfra,58,false
70.440245,48.688046,Sox10,20,false
8.438457,33.205004,Aldoc,9,false
152.784327,154.608409,Gad1,0,true
28.841772,8.693678,Aldoc,2,false
127.450954,32.368054,Slc17a7,15,false
14.428868,12.402022,Gad1,1,false
70.946680,32.935010,Gad1,12,false
71.188580,33.561805,Ttr,12,false
70.377054,144.001658,Aldoc,60,false
123.432506,47.213523,Sox10,23,false
75.776430,145.293522,Aldoc,60,false
87.736810,11.706829,Slc17a7,5,false
146.703744,50.850714,Aldoc,24,false
3.436659,99.184004,Ttr,0,true
31.389971,111.020744,Aldoc,42,false
46.619134,8.557502,Sox10,3,false
70.265423,87.916822,Pdgfra,36,false
19.818891,118.915656,Gad1,0,true
45.380849,128.120657,Slc17a7,0,true
123.307667,91.435468,Aldoc,39,false
35.073047,112.049261,Aldoc,42,false
104.743542,30.416572,Slc17a7,14,false
69.208740,51.029636,Slc17a7,20,false
28.043433,69.952349,Pdgfra,26,false
50.031213,71.415860,Aldoc,27,false
33.826887,33.807288,Aldoc,10,false
71.546310,125.316917,Gad1,52,false
71.745586,56.531904,Sox10,20,false
126.129643,86.709374,Slc17a7,39,false
34.045235,71.799901,Slc17a7,26,false
11.307700,47.287011,Sox10,17,false
147.995950,71.058593,Pdgfra,32,false
65.535123,149.219454,Pdgfra,60,false
12.887739,51.685956,Gad1,17,false
123.114344,68.611901,Gad1,31,false
123.746044,28.465620,Pdgfra,15,false
86.529266,33.228983,Pdgfra,13,false
11.609916,90.328525,Gad1,33,false
47.592959,35.304075,Slc17a7,11,false
122.012829,125.756775,Gad1,55,false
34.908621,128.871006,Gad1,50,false
29.553056,10.062419,Slc17a7,2,false
29.412366,90.228560,Gad1,34,false
108.695044,51.847623,Aldoc,22,false
106.697674,12.666089,Aldoc,6,false
35.709371,126.951350,Slc17a7,50,false
89.148385,125.711026,Aldoc,0,true
49.968517,128.680328,Aldoc,51,false
141.886232,68.589745,Slc17a7,32,false
81.300905,39.409048,Slc17a7,0,true
142.361244,36.810326,Pdgfra,16,false
90.010219,69.283955,Slc17a7,29,false
13.711426,92.148221,Slc17a7,33,false
2.108340,67.392153,Gad1,0,true
12.538897,139.573835,Pdgfra,57,false
47.142423,64.110289,Aldoc,27,false
70.663666,31.694212,Pdgfra,12,false
31.069330,70.678929,Slc17a7,26,false
68.529871,31.995147,Pdgfra,12,false
84.742644,52.838021,Sox10,21,false
126.149115,17.224754,Sox10,7,false
12.624921,146.401428,Aldoc,57,false
33.631580,90.478445,Gad1,34,false
6.074636,31.574055,Sox10,9,false
146.413101,145.330787,Pdgfra,0,true
11.473939,91.344536,Aldoc,33,false
67.195921,12.488078,Gad1,4,false
7.457215,15.247333,Ttr,1,false
31.818045,53.063574,Ttr,18,false
9.448704,9.552091,Gad1,1,false
14.991156,147.368245,Aldoc,57,false
140.420064,131.803491,Sox10,56,false
44.123009,83.050343,Aldoc,35,false
109.909542,125.353929,Sox10,54,false
74.886660,106.178780,Gad1,0,true
145.919328,50.765491,Aldoc,24,false
130.550575,34.605300,Aldoc,15,false
109.600830,123.540711,Gad1,54,false
34.200442,148.421373,Aldoc,58,false
100.812834,96.525074,Sox10,0,true
122.343194,21.140587,Ttr,0,true
88.927834,51.685422,Ttr,21,false
108.121025,15.259252,Slc17a7,0,true
86.651214,49.031658,Pdgfra,21,false
89.705015,32.375231,Gad1,13,false
70.173712,48.808962,Slc17a7,20,false
30.136004,92.953497,Pdgfra,34,false
13.316355,49.471564,Slc17a7,17,false
82.873136,116.491887,Slc17a7,53,false
127.758510,100.211559,Sox10,0,true
105.122530,71.503259,Ttr,30,false
145.339610,52.017990,Pdgfra,24,false
7.821068,106.786602,Slc17a7,41,false
10.388051,50.970312,Slc17a7,17,false
102.996908,89.270539,Slc17a7,38,false
144.882685,87.766469,Pdgfra,40,false
120.207181,34.126137,Ttr,15,false
67.612938,83.990663,Aldoc,36,false
52.087093,28.864387,Slc17a7,11,false
127.832340,32.307488,Gad1,15,false
31.358849,71.284301,Slc17a7,26,false
70.631085,31.360525,Pdgfra,12,false
141.737794,82.391740,Sox10,40,false
64.439179,9.799885,Slc17a7,4,false
141.345318,70.700996,Slc17a7,32,false
133.100571,36.857445,Pdgfra,15,false
69.103406,70.558624,Ttr,28,false
143.947039,128.415969,Slc17a7,56,false
35.175201,144.741381,Aldoc,58,false
49.673687,47.532047,Gad1,19,false
49.038989,48.812166,Gad1,19,false
123.252136,107.847183,Slc17a7,47,false
10.329453,140.336085,Aldoc,57,false
49.569030,29.825084,Slc17a7,11,false
86.645987,7.414082,Slc17a7,5,false
72.956972,93.082295,Pdgfra,36,false
104.886629,87.751299,Slc17a7,38,false
52.195020,67.776624,Pdgfra,27,false
31.479697,86.941788,Gad1,34,false
146.246261,83.757233,Ttr,0,true
50.389089,87.515766,Ttr,35,false
88.197137,114.485907,Aldoc,45,false
126.696022,125.608579,Gad1,55,false
105.296760,131.013022,Aldoc,54,false
129.088588,122.817209,Gad1,55,false
13.319184,52.370841,Aldoc,0,true
144.293606,69.748559,Pdgfra,32,false
128.750828,86.812206,Aldoc,39,false
29.965129,73.075202,Gad1,26,false
120.677500,86.864412,Sox10,39,false
4.703223,151.149954,Aldoc,0,true
32.222193,28.707420,Gad1,10,false
29.331425,68.257376,Slc17a7,26,false
144.089787,81.897056,Aldoc,40,false
13.553419,142.987417,Sox10,57,false
124.461268,49.409184,Slc17a7,23,false
10.245776,126.781327,Slc17a7,49,false
46.972923,82.909224,Slc17a7,35,false
120.735385,53.315590,Slc17a7,23,false
14.636467,143.894572,Aldoc,57,false
126.189067,69.855912,Gad1,31,false
73.153618,28.712665,Slc17a7,12,false
26.904274,68.542144,Slc17a7,26,false
106.733870,125.553488,Aldoc,54,false
8.748690,73.078716,Gad1,25,false
52.172757,47.409568,Gad1,19,false
49.467697,69.727794,Pdgfra,27,false
69.585184,47.178296,Slc17a7,20,false
143.438822,11.254484,Slc17a7,8,false
31.143764,26.373436,Ttr,10,false
7.722949,45.654410,Slc17a7,17,false
139.801585,8.748999,Slc17a7,8,false
144.142263,15.544984,Aldoc,8,false
51.835520,123.837711,Ttr,51,false
9.637377,88.975186,Aldoc,33,false
35.772806,145.345463,Gad1,58,false
145.615187,103.562253,Aldoc,48,false
7.902779,46.474843,Gad1,17,false
9.037042,66.993103,Aldoc,25,false
71.996920,109.520668,Pdgfra,44,false
7.440346,50.185357,Ttr,17,false
67.694148,45.237815,Slc17a7,20,false
47.284775,125.438488,Pdgfra,51,false
32.305797,31.300308,Sox10,10,false
15.488470,107.230637,Aldoc,0,true
66.274895,111.870136,Slc17a7,44,false
86.472015,145.039636,Slc17a7,0,true
16.039993,142.294259,Sox10,57,false
16.779341,5.501466,Gad1,1,false
26.191278,146.290890,Gad1,58,false
123.597703,30.726134,Aldoc,15,false
53.974588,7.706126,Aldoc,3,false
122.408734,48.210347,Gad1,23,false
72.676528,142.172534,Aldoc,60,false
112.237068,152.996580,Slc17a7,0,true
26.521352,31.559017,Slc17a7,10,false
106.393226,13.434133,Sox10,6,false
50.560314,12.767435,Aldoc,3,false
89.838007,8.745134,Slc17a7,5,false
68.386862,143.283855,Aldoc,60,false
61.259618,111.515601,Aldoc,44,false
126.793256,50.297796,Gad1,23,false
27.483396,89.705847,Gad1,34,false
52.031792,30.419273,Slc17a7,11,false
35.204891,86.470729,Pdgfra,34,false
109.708799,37.692408,Pdgfra,14,false
7.565400,12.021164,Gad1,1,false
111.240564,70.998346,Aldoc,30,false
15.807959,11.360217,Ttr,1,false
107.232474,71.120134,Aldoc,30,false
113.516836,34.341583,Slc17a7,0,true
128.252782,49.487815,Ttr,23,false
91.592381,66.553166,Slc17a7,29,false
107.672559,125.384496,Aldoc,54,false
143.609901,71.647273,Slc17a7,32,false
34.494356,86.671369,Pdgfra,34,false
47.947184,36.118394,Pdgfra,0,true
108.914846,109.162084,Gad1,46,false
143.363376,55.010397,Pdgfra,24,false
144.502480,89.162477,Ttr,40,false
71.234401,27.526038,Aldoc,12,false
52.798402,51.578721,Gad1,19,false
25.563813,149.224023,Gad1,58,false
28.126683,51.420655,Sox10,18,false
46.347345,49.620093,Pdgfra,19,false
86.212101,11.421020,Aldoc,5,false
49.818865,53.408722,Gad1,19,false
89.491576,15.008204,Gad1,5,false
134.156518,108.628861,Sox10,0,true
109.210994,86.626388,Gad1,38,false
13.802798,51.595635,Slc17a7,17,false
68.790617,89.635113,Aldoc,36,false
11.782405,92.586444,Slc17a7,33,false
128.634937,90.918388,Aldoc,39,false
70.427838,29.025905,Ttr,12,false
71.345734,89.480863,Pdgfra,36,false
12.755520,65.863511,Gad1,25,false
16.735328,125.214832,Gad1,49,false
143.481781,126.238522,Slc17a7,56,false
140.080393,40.536498,Ttr,0,true
66.996159,130.088774,Sox10,52,false
142.384698,12.329656,Slc17a7,8,false
97.530918,126.407516,Pdgfra,0,true
138.446083,87.472313,Gad1,40,false
95.163372,82.847878,Ttr,0,true
51.556471,51.406202,Gad1,19,false
51.417103,82.523356,Aldoc,35,false
11.749165,10.553289,Gad1,1,false
16.381022,132.590414,Pdgfra,0,true
31.300076,69.519618,Slc17a7,26,false
92.557872,66.021748,Slc17a7,29,false
46.325017,123.917345,Aldoc,51,false
145.894096,108.845589,Aldoc,48,false
125.729601,47.770387,Slc17a7,23,false
126.367698,46.109511,Slc17a7,23,false
50.314969,28.554884,Slc17a7,11,false
48.809089,66.844196,Aldoc,27,false
107.933348,102.795312,Aldoc,46,false
50.453273,106.359383,Gad1,43,false
6.654556,128.724992,Gad1,49,false
64.746904,131.502325,Pdgfra,52,false
10.607160,129.827709,Ttr,49,false
148.285702,128.376006,Slc17a7,56,false
15.801755,31.788618,Aldoc,9,false
50.559461,64.733737,Aldoc,27,false
52.494650,9.827926,Ttr,3,false
90.496104,32.867774,Aldoc,13,false
148.006804,49.195784,Sox10,24,false
96.702674,95.585076,Pdgfra,0,true
24.244629,11.494043,Ttr,2,false
145.554345,122.210749,Pdgfra,56,false
58.575454,8.672818,Pdgfra,0,true
104.970542,11.123361,Slc17a7,6,false
8.019338,29.763087,Gad1,9,false
123.520094,125.957810,Sox10,55,false
126.773486,11.589532,Gad1,7,false
28.850508,127.994000,Gad1,50,false
91.540608,51.545249,Ttr,21,false
144.809316,146.348246,Pdgfra,0,true
82.773998,56.039869,Aldoc,0,true
49.106016,52.160001,Gad1,19,false
145.538028,6.351650,Gad1,8,false
144.849332,64.596773,Gad1,32,false
13.687122,120.342956,Aldoc,49,false
33.189771,67.388235,Slc17a7,26,false
110.433792,65.014314,Aldoc,30,false
52.974687,136.624089,Slc17a7,0,true
