x,y,gene,cell_truth,is_noise_truth,molecule_id,confidence,cluster,cell,assignment_confidence,is_noise,ncv_color
86.255774,123.723984,Gad1,53,false,801,0.99112,3,CR9f3683203-52,1.0,false,#0080DA
124.331989,91.320372,Aldoc,39,false,802,0.99183,3,CR9f3683203-50,1.0,false,#009C9E
108.514166,30.385487,Slc17a7,14,false,803,0.99157,3,CR9f3683203-26,1.0,false,#98B4E1
104.821232,9.172245,Aldoc,6,false,804,0.99025,3,CR9f3683203-18,1.0,false,#D73686
88.846163,5.555948,Slc17a7,5,false,805,0.9595,3,CR9f3683203-11,1.0,false,#EDCBAA
71.456575,111.937362,Ttr,44,false,806,0.92563,3,CR9f3683203-40,1.0,false,#00A2FF
48.796334,65.650798,Gad1,27,false,807,0.99182,1,CR9f3683203-16,1.0,false,#B04C21
29.292881,74.670892,Slc17a7,26,false,808,0.97245,3,CR9f3683203-13,1.0,false,#64002A
75.273878,2.610242,Slc17a7,0,true,809,0.0,3,,1.0,true,#97B3E1
125.326888,49.071652,Sox10,23,false,810,0.9916,3,CR9f3683203-38,1.0,false,#87006B
153.607792,54.090925,Aldoc,24,false,811,0.0,1,,0.86,true,#783A2D
49.325067,145.307959,Ttr,59,false,812,0.99187,3,CR9f3683203-48,1.0,false,#C50000
46.946933,69.220583,Gad1,27,false,813,0.98034,1,CR9f3683203-16,1.0,false,#656700
144.558607,123.749589,Gad1,56,false,814,0.99151,3,CR9f3683203-60,1.0,false,#FA7250
147.367394,125.240499,Slc17a7,56,false,815,0.99024,3,CR9f3683203-60,1.0,false,#006CFF
28.86683,126.160181,Gad1,50,false,816,0.99087,3,CR9f3683203-31,1.0,false,#5D87FA
145.78573,129.4056,Slc17a7,56,false,817,0.99101,3,CR9f3683203-60,1.0,false,#FA734C
88.40731,12.741704,Slc17a7,5,false,818,0.99175,3,CR9f3683203-11,1.0,false,#00BE5E
141.939528,7.666181,Pdgfra,8,false,819,0.98008,3,CR9f3683203-32,1.0,false,#86006B
12.533607,52.38443,Gad1,17,false,820,0.99179,3,CR9f3683203-4,1.0,false,#009269
149.301815,51.758914,Aldoc,24,false,821,0.9849,3,CR9f3683203-46,1.0,false,#69422E
125.454076,46.449262,Slc17a7,23,false,822,0.99099,3,CR9f3683203-38,1.0,false,#688512
33.528722,32.486159,Gad1,10,false,823,0.99187,2,CR9f3683203-5,1.0,false,#00E4FF
61.937129,107.254238,Gad1,0,true,824,0.78166,2,CR9f3683203-40,0.64,false,#686800
14.747247,92.516863,Pdgfra,33,false,825,0.97759,1,CR9f3683203-14,1.0,false,#005F87
127.462997,109.162467,Ttr,47,false,826,0.99155,3,CR9f3683203-56,1.0,false,#00B351
145.277191,84.664329,Gad1,40,false,827,0.99186,2,CR9f3683203-55,1.0,false,#331700
84.707168,47.809871,Gad1,0,true,828,0.9885,3,CR9f3683203-25,1.0,false,#005D8C
106.480785,70.524723,Aldoc,30,false,829,0.99135,3,CR9f3683203-41,1.0,false,#6D422F
49.45211,34.828993,Slc17a7,11,false,830,0.991,3,CR9f3683203-10,1.0,false,#00B24D
109.565396,50.654824,Gad1,22,false,831,0.9903,2,CR9f3683203-33,1.0,false,#6A3E29
45.953011,64.208944,Gad1,27,false,832,0.96777,2,CR9f3683203-16,1.0,false,#004328
33.527636,128.587391,Aldoc,50,false,833,0.99033,3,CR9f3683203-31,1.0,false,#00936B
67.644769,87.214176,Sox10,36,false,834,0.99183,3,CR9f3683203-30,1.0,false,#E7976C
88.553431,105.031894,Aldoc,45,false,835,0.9912,3,CR9f3683203-47,1.0,false,#D388F5
96.138054,147.990324,Pdgfra,0,true,836,0.0,3,,1.0,true,#688512
88.590316,88.137927,Aldoc,37,false,837,0.99162,2,CR9f3683203-42,1.0,false,#FF007D
90.261629,66.868998,Slc17a7,29,false,838,0.99088,3,CR9f3683203-35,1.0,false,#003A82
63.994601,143.28686,Ttr,60,false,839,0.90438,3,CR9f3683203-53,1.0,false,#1B5172
13.884873,53.260623,Aldoc,17,false,840,0.99056,3,CR9f3683203-4,1.0,false,#00482D
149.871163,128.691047,Slc17a7,56,false,841,0.98099,3,CR9f3683203-60,1.0,false,#008E77
11.188341,144.382406,Gad1,57,false,842,0.99187,1,CR9f3683203-36,1.0,false,#594938
116.82505,141.107244,Aldoc,0,true,843,0.0,1,,1.0,true,#656300
72.744719,126.425888,Ttr,52,false,844,0.97272,2,CR9f3683203-45,1.0,false,#86A6C8
14.775907,125.053766,Pdgfra,49,false,845,0.98981,2,CR9f3683203-28,1.0,false,#006CFF
108.628819,106.033904,Pdgfra,46,false,846,0.9918,2,CR9f3683203-54,1.0,false,#5D442A
13.857383,145.531578,Ttr,57,false,847,0.99154,3,CR9f3683203-36,1.0,false,#CF81E9
70.767687,31.972364,Sox10,12,false,848,0.99183,1,CR9f3683203-12,1.0,false,#434F36
106.083443,71.339606,Aldoc,30,false,849,0.99137,3,CR9f3683203-41,1.0,false,#205170
92.719923,107.811268,Aldoc,45,false,850,0.98951,3,CR9f3683203-47,1.0,false,#009999
32.64031,33.251244,Gad1,10,false,851,0.99187,2,CR9f3683203-5,1.0,false,#2D5776
87.746908,125.127536,Pdgfra,53,false,852,0.98986,3,CR9f3683203-52,1.0,false,#00A2FF
50.485615,31.279181,Gad1,11,false,853,0.99034,3,CR9f3683203-10,1.0,false,#00A2FF
85.117784,29.880475,Gad1,13,false,854,0.9839,2,CR9f3683203-20,1.0,false,#425CDC
107.363241,64.354874,Sox10,30,false,855,0.94405,3,CR9f3683203-41,1.0,false,#5E7300
107.001313,87.579872,Slc17a7,38,false,856,0.99019,3,CR9f3683203-44,1.0,false,#00946C
70.797617,124.636683,Slc17a7,0,true,857,0.99186,2,CR9f3683203-45,1.0,false,#FF0078
24.311069,14.339985,Slc17a7,2,false,858,0.92073,3,CR9f3683203-2,1.0,false,#00BC5B
70.668262,14.809994,Pdgfra,4,false,859,0.98904,2,CR9f3683203-7,1.0,false,#D94D00
88.389373,51.507884,Slc17a7,21,false,860,0.98892,3,CR9f3683203-25,1.0,false,#009C9D
125.162024,84.998518,Gad1,39,false,861,0.99142,3,CR9f3683203-50,1.0,false,#67432E
34.041589,146.801054,Sox10,58,false,862,0.99175,2,CR9f3683203-43,1.0,false,#9B7D6A
85.304592,108.356138,Pdgfra,45,false,863,0.98958,1,CR9f3683203-47,1.0,false,#004A00
70.4523,144.622941,Slc17a7,60,false,864,0.99127,3,CR9f3683203-53,1.0,false,#008D7A
30.183219,52.708271,Aldoc,18,false,865,0.99173,3,CR9f3683203-9,1.0,false,#00A1FF
148.722165,33.570089,Gad1,16,false,866,0.979,2,CR9f3683203-39,1.0,false,#F2D066
89.819959,14.691164,Slc17a7,5,false,867,0.98897,3,CR9f3683203-11,1.0,false,#32197C
18.301164,70.315259,Pdgfra,0,true,868,0.01641,2,CR9f3683203-8,1.0,false,#478D00
149.446434,52.349031,Ttr,24,false,869,0.98418,3,CR9f3683203-46,1.0,false,#004E00
74.832195,49.89596,Gad1,0,true,870,0.92085,2,CR9f3683203-19,1.0,false,#FD7559
69.404019,14.256605,Gad1,4,false,871,0.99174,2,CR9f3683203-7,1.0,false,#004800
32.643688,126.594841,Aldoc,50,false,872,0.99186,3,CR9f3683203-31,1.0,false,#69E3FF
9.379856,108.394456,Sox10,41,false,873,0.99131,3,CR9f3683203-17,1.0,false,#FD7665
73.895106,89.374804,Pdgfra,0,true,874,0.94007,3,CR9f3683203-30,1.0,false,#00A1FF
68.730064,110.638289,Ttr,44,false,875,0.99021,3,CR9f3683203-40,1.0,false,#00A2FF
125.387172,51.910302,Pdgfra,23,false,876,0.991,3,CR9f3683203-38,1.0,false,#DB3782
46.07038,50.3312,Gad1,19,false,877,0.97179,2,CR9f3683203-15,1.0,false,#00B64B
71.365302,68.580619,Pdgfra,28,false,878,0.99156,2,CR9f3683203-22,1.0,false,#3F9000
32.699001,148.313753,Gad1,58,false,879,0.99183,2,CR9f3683203-43,1.0,false,#005D86
11.864064,105.219613,Pdgfra,0,true,880,0.99039,3,CR9f3683203-17,1.0,false,#EAC8A2
30.879846,68.031003,Slc17a7,26,false,881,0.99186,3,CR9f3683203-13,1.0,false,#9B54FE
83.764577,125.217424,Sox10,53,false,882,0.98337,3,CR9f3683203-52,1.0,false,#C50000
49.804324,107.503997,Gad1,43,false,883,0.99139,2,CR9f3683203-29,1.0,false,#610024
109.719865,50.405653,Aldoc,22,false,884,0.98997,2,CR9f3683203-33,1.0,false,#00BAFC
110.562363,33.407434,Slc17a7,14,false,885,0.98991,3,CR9f3683203-26,1.0,false,#00BE5C
69.993714,145.063786,Aldoc,60,false,886,0.99163,3,CR9f3683203-53,1.0,false,#0091CB
140.677503,83.632306,Ttr,40,false,887,0.96756,2,CR9f3683203-55,1.0,false,#32197C
10.062198,70.111389,Gad1,25,false,888,0.99138,2,CR9f3683203-8,1.0,false,#00A1FF
28.95435,36.396136,Ttr,0,true,889,0.02047,2,CR9f3683203-5,1.0,false,#448E00
88.211447,32.122341,Aldoc,13,false,890,0.98961,2,CR9f3683203-20,1.0,false,#00BBFD
122.917147,122.436975,Gad1,55,false,891,0.99038,2,CR9f3683203-58,1.0,false,#9CB0DB
123.241132,33.228164,Aldoc,15,false,892,0.99185,1,CR9f3683203-34,1.0,false,#F90069
144.482374,33.088739,Sox10,16,false,893,0.99162,2,CR9f3683203-39,1.0,false,#005D8D
92.011445,90.188573,Gad1,37,false,894,0.99137,2,CR9f3683203-42,1.0,false,#00E4FF
112.572489,31.297308,Slc17a7,0,true,895,0.99059,3,CR9f3683203-26,1.0,false,#91B4E0
11.319997,12.497915,Gad1,1,false,896,0.99154,2,CR9f3683203-1,1.0,false,#142012
12.280249,46.104791,Gad1,0,true,897,0.99187,3,CR9f3683203-4,1.0,false,#5F0024
126.412824,125.348214,Aldoc,55,false,898,0.99159,2,CR9f3683203-58,1.0,false,#2D5675
51.501143,10.915129,Slc17a7,3,false,899,0.99141,3,CR9f3683203-6,1.0,false,#FF0079
34.636013,146.738627,Gad1,58,false,900,0.99182,2,CR9f3683203-43,1.0,false,#5D7300
106.436999,83.64988,Sox10,38,false,901,0.99058,3,CR9f3683203-44,1.0,false,#DC945B
89.489264,29.204293,Gad1,13,false,902,0.99186,2,CR9f3683203-20,1.0,false,#5C84F9
126.837789,68.398672,Pdgfra,31,false,903,0.99183,2,CR9f3683203-49,1.0,false,#105400
10.148295,89.993643,Aldoc,33,false,904,0.99151,1,CR9f3683203-14,1.0,false,#D387F3
16.621828,31.668908,Gad1,9,false,905,0.99171,3,CR9f3683203-3,1.0,false,#617100
51.257606,50.621662,Sox10,19,false,906,0.9904,2,CR9f3683203-15,1.0,false,#4A4E33
16.174724,15.163645,Pdgfra,1,false,907,0.93268,2,CR9f3683203-1,0.96,false,#00A1FF
143.512638,42.544053,Aldoc,0,true,908,0.0027,1,CR9f3683203-46,0.9,false,#005F97
38.710184,144.390209,Pdgfra,0,true,909,0.07406,2,CR9f3683203-43,1.0,false,#105400
14.09438,107.998159,Slc17a7,41,false,910,0.99147,3,CR9f3683203-17,1.0,false,#67E3FF
73.550987,4.69682,Ttr,0,true,911,0.0,2,,1.0,true,#8CAFD7
108.085051,15.311542,Sox10,6,false,912,0.98924,3,CR9f3683203-18,1.0,false,#6D7100
66.775287,9.676783,Pdgfra,4,false,913,0.99148,2,CR9f3683203-7,1.0,false,#105400
67.953935,50.026943,Slc17a7,20,false,914,0.99101,3,CR9f3683203-19,1.0,false,#006DFC
31.892302,146.619369,Ttr,58,false,915,0.99146,2,CR9f3683203-43,1.0,false,#004B00
144.81137,27.579728,Gad1,16,false,916,0.97204,2,CR9f3683203-39,1.0,false,#CF4B00
110.508104,89.789551,Slc17a7,38,false,917,0.9606,3,CR9f3683203-44,1.0,false,#00946D
109.942693,31.971885,Pdgfra,14,false,918,0.99145,3,CR9f3683203-26,1.0,false,#5D93FC
53.062738,106.771264,Sox10,0,true,919,0.97844,2,CR9f3683203-29,1.0,false,#003E4C
65.620857,68.791107,Gad1,28,false,920,0.99158,2,CR9f3683203-22,1.0,false,#98AFD8
122.949209,12.592527,Gad1,7,false,921,0.99081,2,CR9f3683203-24,1.0,false,#7A2B00
29.563365,109.011283,Sox10,42,false,922,0.99179,3,CR9f3683203-27,1.0,false,#00C2D9
143.406441,107.942152,Pdgfra,48,false,923,0.9905,3,CR9f3683203-59,1.0,false,#B17E5A
102.388043,150.305314,Aldoc,0,true,924,0.0,1,,1.0,true,#5F8517
28.141016,150.788976,Gad1,58,false,925,0.56653,2,CR9f3683203-43,1.0,false,#2E5776
144.403237,67.039728,Pdgfra,32,false,926,0.99079,3,CR9f3683203-51,1.0,false,#6A7E00
47.937455,68.066744,Sox10,27,false,927,0.98973,1,CR9f3683203-16,1.0,false,#005C7C
106.59129,103.760103,Gad1,46,false,928,0.99167,2,CR9f3683203-54,1.0,false,#444F35
28.280888,124.417119,Pdgfra,50,false,929,0.97738,3,CR9f3683203-31,1.0,false,#5D94FD
51.721447,68.327619,Pdgfra,27,false,930,0.99055,1,CR9f3683203-16,1.0,false,#927B6D
88.30173,124.293194,Slc17a7,53,false,931,0.99083,3,CR9f3683203-52,1.0,false,#C70000
73.435694,85.817954,Slc17a7,36,false,932,0.95812,3,CR9f3683203-30,1.0,false,#00BED3
105.255637,125.548556,Aldoc,54,false,933,0.99143,3,CR9f3683203-57,1.0,false,#FF0071
13.602153,86.936146,Aldoc,33,false,934,0.99124,1,CR9f3683203-14,1.0,false,#003E4B
12.52141,9.28627,Gad1,1,false,935,0.9917,2,CR9f3683203-1,1.0,false,#1D278D
47.408741,8.378805,Slc17a7,3,false,936,0.98856,3,CR9f3683203-6,1.0,false,#676F00
124.514669,123.708998,Gad1,55,false,937,0.9914,2,CR9f3683203-58,1.0,false,#351600
73.246257,90.19554,Aldoc,36,false,938,0.96874,1,CR9f3683203-30,1.0,false,#594C30
12.485882,48.562748,Gad1,17,false,939,0.99183,3,CR9f3683203-4,1.0,false,#00C2FF
141.888239,89.458581,Gad1,40,false,940,0.99136,2,CR9f3683203-55,1.0,false,#0071FF
49.037359,104.589639,Gad1,43,false,941,0.99179,2,CR9f3683203-29,1.0,false,#00E3FF
108.496658,12.566197,Aldoc,6,false,942,0.99181,3,CR9f3683203-18,1.0,false,#3CAEFF
146.089064,13.889479,Slc17a7,8,false,943,0.98964,3,CR9f3683203-32,1.0,false,#006EFE
69.152616,52.542794,Slc17a7,20,false,944,0.99187,3,CR9f3683203-19,1.0,false,#9F53FE
33.749778,129.326703,Slc17a7,50,false,945,0.98716,3,CR9f3683203-31,1.0,false,#92B3DF
126.219366,71.715617,Gad1,31,false,946,0.98871,2,CR9f3683203-49,1.0,false,#2C5676
33.030732,48.933916,Pdgfra,18,false,947,0.99007,3,CR9f3683203-9,1.0,false,#A07B63
120.238933,67.240834,Ttr,31,false,948,0.4664,2,CR9f3683203-49,1.0,false,#FF0079
151.650364,107.833063,Sox10,48,false,949,0.02189,1,CR9f3683203-59,1.0,false,#5E7F0F
7.709242,151.941954,Slc17a7,0,true,950,1.0e-5,3,,0.84,true,#00C2D2
84.651179,27.330137,Slc17a7,0,true,951,0.95033,2,CR9f3683203-20,1.0,false,#F77861
11.155354,104.589967,Ttr,41,false,952,0.99075,3,CR9f3683203-17,1.0,false,#EBC9A6
143.009138,32.515774,Gad1,16,false,953,0.99187,2,CR9f3683203-39,1.0,false,#252489
88.023819,29.665758,Gad1,13,false,954,0.99169,2,CR9f3683203-20,1.0,false,#F57863
11.605977,64.155191,Gad1,25,false,955,0.96032,2,CR9f3683203-8,1.0,false,#C84A00
147.387574,129.065159,Slc17a7,56,false,956,0.99134,3,CR9f3683203-60,1.0,false,#DD9661
123.757925,89.667663,Aldoc,39,false,957,0.99172,3,CR9f3683203-50,1.0,false,#005C78
34.499198,141.485499,Gad1,58,false,958,0.97054,2,CR9f3683203-43,1.0,false,#6D3A26
110.485759,31.031293,Slc17a7,14,false,959,0.99181,3,CR9f3683203-26,1.0,false,#009B9A
124.074894,128.974157,Gad1,55,false,960,0.99152,2,CR9f3683203-58,1.0,false,#074F00
106.431684,28.626806,Pdgfra,14,false,961,0.98733,3,CR9f3683203-26,1.0,false,#006CFF
146.650988,105.707275,Gad1,48,false,962,0.99103,3,CR9f3683203-59,1.0,false,#A27B63
147.947529,29.669603,Gad1,16,false,963,0.99044,2,CR9f3683203-39,1.0,false,#331700
66.678097,89.397382,Sox10,36,false,964,0.99187,3,CR9f3683203-30,1.0,false,#DE9B77
46.997306,48.489481,Pdgfra,19,false,965,0.99083,2,CR9f3683203-15,1.0,false,#448E00
145.17664,128.00729,Slc17a7,56,false,966,0.99064,3,CR9f3683203-60,1.0,false,#00A2FF
93.210067,124.298688,Slc17a7,53,false,967,0.75101,3,CR9f3683203-52,1.0,false,#458968
107.094261,105.26625,Pdgfra,46,false,968,0.99037,2,CR9f3683203-54,1.0,false,#544B30
68.539141,51.77277,Slc17a7,20,false,969,0.9916,3,CR9f3683203-19,1.0,false,#9F53FE
66.839141,108.325206,Sox10,44,false,970,0.99047,3,CR9f3683203-40,1.0,false,#69810A
66.800382,15.074117,Gad1,4,false,971,0.99173,2,CR9f3683203-7,1.0,false,#EFCD63
93.084155,68.689888,Aldoc,29,false,972,0.98291,3,CR9f3683203-35,1.0,false,#86A6C9
106.330336,72.003879,Gad1,30,false,973,0.99131,3,CR9f3683203-41,1.0,false,#004E00
86.773914,91.781483,Gad1,37,false,974,0.9909,2,CR9f3683203-42,1.0,false,#008F65
48.820725,87.33433,Slc17a7,35,false,975,0.99149,3,CR9f3683203-23,1.0,false,#F2D2BC
6.656751,52.033947,Gad1,17,false,976,0.93795,2,CR9f3683203-4,1.0,false,#00A2FF
65.768131,124.549006,Gad1,52,false,977,0.97872,2,CR9f3683203-45,1.0,false,#BA4B1E
123.148264,90.675696,Slc17a7,39,false,978,0.99151,3,CR9f3683203-50,1.0,false,#005C80
122.190292,14.925789,Gad1,7,false,979,0.9809,2,CR9f3683203-24,1.0,false,#C94A00
11.046368,86.293635,Aldoc,33,false,980,0.99019,1,CR9f3683203-14,1.0,false,#5E8112
62.886463,67.921027,Sox10,28,false,981,0.96942,2,CR9f3683203-22,1.0,false,#5A8DF2
29.658975,50.692726,Aldoc,18,false,982,0.99182,3,CR9f3683203-9,1.0,false,#D279DE
87.425469,5.414736,Pdgfra,5,false,983,0.94705,3,CR9f3683203-11,1.0,false,#97447E
14.172085,8.11752,Sox10,1,false,984,0.98863,2,CR9f3683203-1,1.0,false,#927B6D
84.86075,91.623008,Slc17a7,37,false,985,0.97385,3,CR9f3683203-42,1.0,false,#009168
105.3312,66.93254,Slc17a7,30,false,986,0.9914,3,CR9f3683203-41,1.0,false,#009583
52.507307,49.28335,Gad1,19,false,987,0.99187,2,CR9f3683203-15,1.0,false,#004900
93.522755,32.412205,Aldoc,13,false,988,0.80933,1,CR9f3683203-20,1.0,false,#00A1FF
28.89551,143.448262,Gad1,58,false,989,0.98857,2,CR9f3683203-43,1.0,false,#2B258A
11.254364,47.48392,Slc17a7,17,false,990,0.99183,3,CR9f3683203-4,1.0,false,#C70000
67.52999,108.751819,Slc17a7,44,false,991,0.98993,3,CR9f3683203-40,1.0,false,#FF745C
148.455326,50.278467,Sox10,24,false,992,0.99179,3,CR9f3683203-46,1.0,false,#62ADFF
66.272649,11.413011,Pdgfra,4,false,993,0.99182,2,CR9f3683203-7,1.0,false,#F7775E
87.132775,31.034454,Gad1,13,false,994,0.99075,2,CR9f3683203-20,1.0,false,#630027
52.312721,91.557838,Slc17a7,35,false,995,0.99128,3,CR9f3683203-23,1.0,false,#498B69
104.797609,85.295002,Slc17a7,38,false,996,0.99154,3,CR9f3683203-44,1.0,false,#FFA3FF
46.60111,61.102914,Sox10,27,false,997,0.20226,1,CR9f3683203-16,1.0,false,#494E33
22.74809,49.535636,Ttr,0,true,998,0.00329,3,CR9f3683203-9,1.0,false,#009692
27.976839,87.364961,Gad1,34,false,999,0.99166,2,CR9f3683203-21,1.0,false,#5B91EE
142.616434,5.591815,Slc17a7,8,false,1000,0.97483,3,CR9f3683203-32,1.0,false,#00BC5A
68.280695,144.829938,Slc17a7,60,false,1001,0.99183,3,CR9f3683203-53,1.0,false,#FF0072
16.615059,145.976756,Gad1,57,false,1002,0.98504,2,CR9f3683203-36,1.0,false,#5E8212
48.744432,126.271804,Aldoc,51,false,1003,0.99186,3,CR9f3683203-37,1.0,false,#60ACFF
126.010897,107.643481,Gad1,47,false,1004,0.99071,3,CR9f3683203-56,1.0,false,#00A0FF
123.979327,47.94824,Slc17a7,23,false,1005,0.99176,3,CR9f3683203-38,1.0,false,#676400
21.948059,146.655038,Pdgfra,0,true,1006,0.0,1,,0.98,true,#D74D00
124.951414,18.17855,Gad1,7,false,1007,0.81952,2,CR9f3683203-24,1.0,false,#2C5676
122.063839,88.522928,Pdgfra,39,false,1008,0.98746,3,CR9f3683203-50,1.0,false,#574C31
127.227539,12.266679,Gad1,7,false,1009,0.99168,2,CR9f3683203-24,1.0,false,#1D5374
67.497002,107.522497,Slc17a7,44,false,1010,0.98991,3,CR9f3683203-40,1.0,false,#321E82
103.60401,72.084534,Aldoc,30,false,1011,0.98236,3,CR9f3683203-41,1.0,false,#00A1FF
144.733686,104.990915,Aldoc,48,false,1012,0.99113,3,CR9f3683203-59,1.0,false,#00452A
9.462533,46.621578,Sox10,17,false,1013,0.99182,3,CR9f3683203-4,1.0,false,#5C90FB
48.977517,72.847555,Pdgfra,27,false,1014,0.96769,1,CR9f3683203-16,1.0,false,#004F00
11.920317,31.025759,Slc17a7,9,false,1015,0.99187,1,CR9f3683203-3,1.0,false,#004126
89.751603,125.204112,Sox10,53,false,1016,0.99006,3,CR9f3683203-52,1.0,false,#DE9A70
50.626148,67.45823,Pdgfra,27,false,1017,0.99106,1,CR9f3683203-16,1.0,false,#564C34
129.948797,24.686319,Pdgfra,0,true,1018,0.0001,1,CR9f3683203-34,0.88,false,#008C7A
13.184477,66.571655,Gad1,25,false,1019,0.99181,2,CR9f3683203-8,1.0,false,#002E9A
50.182477,30.181896,Slc17a7,11,false,1020,0.9917,3,CR9f3683203-10,1.0,false,#86A7CA
106.290104,71.362353,Aldoc,30,false,1021,0.9914,3,CR9f3683203-41,1.0,false,#215170
68.026581,68.033123,Gad1,28,false,1022,0.99052,2,CR9f3683203-22,1.0,false,#0D5274
105.867041,107.043797,Gad1,46,false,1023,0.99184,2,CR9f3683203-54,1.0,false,#60432E
25.062557,14.483921,Gad1,2,false,1024,0.94966,3,CR9f3683203-2,1.0,false,#006DFF
70.289955,105.56619,Sox10,0,true,1025,0.99099,3,CR9f3683203-40,1.0,false,#FB7353
27.077088,17.479912,Slc17a7,2,false,1026,0.79164,3,CR9f3683203-2,1.0,false,#0072FF
70.341447,16.009687,Pdgfra,4,false,1027,0.98758,2,CR9f3683203-7,1.0,false,#00462C
97.339266,120.410946,Slc17a7,0,true,1028,0.0,3,,0.98,true,#688512
142.261968,127.355982,Sox10,56,false,1029,0.98982,3,CR9f3683203-60,1.0,false,#FB734C
13.259608,8.975443,Gad1,1,false,1030,0.99185,2,CR9f3683203-1,1.0,false,#00BFFF
17.013061,142.159913,Sox10,57,false,1031,0.84513,1,CR9f3683203-36,1.0,false,#E4986F
44.855278,35.921919,Pdgfra,11,false,1032,0.01719,3,CR9f3683203-10,1.0,false,#00BD5D
144.560125,103.589488,Ttr,0,true,1033,0.99179,1,CR9f3683203-59,1.0,false,#004F00
147.413027,32.920992,Gad1,16,false,1034,0.99173,2,CR9f3683203-39,1.0,false,#F2D065
44.818144,13.951559,Gad1,3,false,1035,0.79221,2,CR9f3683203-6,1.0,false,#A37C62
102.711215,69.421007,Ttr,30,false,1036,0.99161,3,CR9f3683203-41,1.0,false,#00A1FF
145.350294,108.354967,Aldoc,48,false,1037,0.99187,3,CR9f3683203-59,1.0,false,#003487
50.934425,11.083968,Aldoc,3,false,1038,0.99135,3,CR9f3683203-6,1.0,false,#00BDFE
41.174784,123.487537,Aldoc,51,false,1039,0.01334,1,CR9f3683203-37,0.92,false,#5F8517
12.087313,145.220137,Aldoc,57,false,1040,0.99162,1,CR9f3683203-36,1.0,false,#783A2E
15.742946,30.444051,Gad1,9,false,1041,0.99153,3,CR9f3683203-3,1.0,false,#626C00
31.526179,72.832552,Slc17a7,26,false,1042,0.99181,3,CR9f3683203-13,1.0,false,#007E21
14.386946,87.96502,Sox10,33,false,1043,0.99124,1,CR9f3683203-14,1.0,false,#AD7C5B
124.65246,92.198122,Pdgfra,39,false,1044,0.98772,3,CR9f3683203-50,1.0,false,#005C79
139.441263,51.33249,Slc17a7,0,true,1045,0.85765,3,CR9f3683203-46,1.0,false,#006094
36.821988,67.360552,Pdgfra,26,false,1046,0.32557,3,CR9f3683203-13,1.0,false,#004328
101.67302,12.7082,Pdgfra,6,false,1047,0.96281,3,CR9f3683203-18,1.0,false,#006190
31.907148,129.981658,Aldoc,50,false,1048,0.99033,3,CR9f3683203-31,1.0,false,#63E3FF
85.430881,105.731589,Slc17a7,45,false,1049,0.99097,3,CR9f3683203-47,1.0,false,#00A2FF
146.673734,107.099995,Pdgfra,48,false,1050,0.99176,3,CR9f3683203-59,1.0,false,#647200
63.104618,66.559213,Gad1,28,false,1051,0.79516,2,CR9f3683203-22,1.0,false,#5B91EE
69.545881,125.646848,Slc17a7,52,false,1052,0.99034,2,CR9f3683203-45,1.0,false,#00B349
47.024021,146.602546,Slc17a7,59,false,1053,0.99137,3,CR9f3683203-48,1.0,false,#DC9358
49.099568,15.222926,Aldoc,3,false,1054,0.97163,1,CR9f3683203-6,1.0,false,#00C4FF
8.575485,70.384184,Gad1,25,false,1055,0.99122,2,CR9f3683203-8,1.0,false,#004900
123.60877,27.815553,Aldoc,15,false,1056,0.95918,1,CR9f3683203-34,1.0,false,#A47B61
31.091082,103.955424,Aldoc,42,false,1057,0.99101,3,CR9f3683203-27,1.0,false,#D13177
54.598779,89.582478,Slc17a7,35,false,1058,0.99086,3,CR9f3683203-23,1.0,false,#F2D2BB
146.901616,130.422254,Sox10,56,false,1059,0.98877,3,CR9f3683203-60,1.0,false,#FB7353
13.409721,108.607897,Slc17a7,41,false,1060,0.99186,3,CR9f3683203-17,1.0,false,#66E3FF
66.435743,148.609254,Aldoc,60,false,1061,0.98532,3,CR9f3683203-53,1.0,false,#914380
124.854906,90.994864,Sox10,39,false,1062,0.99186,3,CR9f3683203-50,1.0,false,#009C9E
125.329068,124.730069,Ttr,55,false,1063,0.99181,2,CR9f3683203-58,1.0,false,#064B6F
30.713746,32.379956,Gad1,10,false,1064,0.99031,2,CR9f3683203-5,1.0,false,#4A8B00
144.312878,29.271713,Aldoc,16,false,1065,0.9909,2,CR9f3683203-39,1.0,false,#0D5100
31.535409,126.711572,Ttr,50,false,1066,0.99152,3,CR9f3683203-31,1.0,false,#FF0073
71.253738,73.224829,Gad1,28,false,1067,0.64194,2,CR9f3683203-22,1.0,false,#005F97
67.555151,11.738439,Sox10,4,false,1068,0.98991,2,CR9f3683203-7,1.0,false,#FA765A
107.848454,86.733208,Slc17a7,38,false,1069,0.99066,3,CR9f3683203-44,1.0,false,#79E157
139.840017,47.241924,Aldoc,24,false,1070,0.18997,1,CR9f3683203-46,1.0,false,#6257CD
107.631624,33.980193,Slc17a7,14,false,1071,0.9907,3,CR9f3683203-26,1.0,false,#00C1D0
89.867688,71.68695,Pdgfra,29,false,1072,0.98195,3,CR9f3683203-35,1.0,false,#006CFE
31.144432,32.514012,Gad1,10,false,1073,0.99048,2,CR9f3683203-5,1.0,false,#351600
106.724556,15.488379,Pdgfra,6,false,1074,0.98832,3,CR9f3683203-18,1.0,false,#656600
85.221469,86.646413,Sox10,37,false,1075,0.98503,2,CR9f3683203-42,1.0,false,#005D86
